month,division,line,day_type,reporting_category,subcategory,delays
2023-06-01,B DIVISION,Q,1,Infrastructure & Equipment,Signal Modernization Capital Project,4
2023-06-01,B DIVISION,Q,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,26
2023-06-01,B DIVISION,Q,1,Operating Conditions,,388
2023-06-01,B DIVISION,Q,1,Planned ROW Work,Capital Work - Other Planned ROW,1
2023-06-01,B DIVISION,Q,1,Planned ROW Work,Subways Maintenance,328
2023-06-01,B DIVISION,Q,1,Planned ROW Work,Work Equipment,13
2023-06-01,B DIVISION,Q,1,Police & Medical,Persons on Roadbed,48
2023-06-01,B DIVISION,Q,1,Police & Medical,"Public Conduct, Crime, Police Response",197
2023-06-01,B DIVISION,Q,1,Police & Medical,Sick/Injured Customer,29
2023-06-01,B DIVISION,Q,2,Crew Availability,Crew Availability,115
2023-06-01,B DIVISION,Q,2,Infrastructure & Equipment,Braking,6
2023-06-01,B DIVISION,Q,2,Infrastructure & Equipment,Door-Related,3
2023-06-01,B DIVISION,Q,2,Infrastructure & Equipment,"Fire, Smoke, Debris",19
2023-06-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - CE,12
2023-06-01,B DIVISION,Q,2,Infrastructure & Equipment,Other Internal Disruptions,1
2023-06-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - Sig,32
2023-06-01,B DIVISION,Q,2,Infrastructure & Equipment,Service Delivery,9
2023-06-01,B DIVISION,Q,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,8
2023-06-01,B DIVISION,Q,2,Operating Conditions,,118
2023-06-01,B DIVISION,Q,2,Planned ROW Work,Capital Work - Other Planned ROW,5
2023-06-01,B DIVISION,Q,2,Planned ROW Work,Insufficient Supplement Schedule,21
2023-06-01,B DIVISION,Q,2,Planned ROW Work,Subways Maintenance,225
2023-06-01,B DIVISION,Q,2,Planned ROW Work,Work Equipment,9
2023-06-01,B DIVISION,Q,2,Police & Medical,Persons on Roadbed,26
2023-06-01,B DIVISION,Q,2,Police & Medical,"Public Conduct, Crime, Police Response",57
2023-06-01,B DIVISION,Q,2,Police & Medical,Sick/Injured Customer,4
2023-06-01,B DIVISION,R,1,Crew Availability,Crew Availability,225
2023-06-01,B DIVISION,R,1,External Factors,External Agency or Utility,5
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Braking,5
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Door-Related,14
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,"Fire, Smoke, Debris",22
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Other - CE,13
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Other Infrastructure,46
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Other Internal Disruptions,3
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Other - Sig,101
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Propulsion,8
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Rail and Roadbed,29
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Service Delivery,42
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Signal Modernization Capital Project,95
2023-06-01,B DIVISION,R,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,8
2023-06-01,B DIVISION,R,1,Operating Conditions,,311
2023-06-01,B DIVISION,R,1,Planned ROW Work,Capital Work - Other Planned ROW,2
2023-06-01,B DIVISION,R,1,Planned ROW Work,Insufficient Supplement Schedule,3
2023-06-01,B DIVISION,R,1,Planned ROW Work,Subways Maintenance,195
2023-06-01,B DIVISION,R,1,Planned ROW Work,Work Equipment,14
2023-06-01,B DIVISION,R,1,Police & Medical,Persons on Roadbed,56
2023-06-01,B DIVISION,R,1,Police & Medical,"Public Conduct, Crime, Police Response",140
2023-06-01,B DIVISION,R,1,Police & Medical,Sick/Injured Customer,20
2023-06-01,B DIVISION,R,2,Crew Availability,Crew Availability,95
2023-06-01,B DIVISION,R,2,External Factors,External Debris on Roadbed,16
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Braking,2
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Door-Related,10
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Other - CE,2
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Other Internal Disruptions,1
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Other - Sig,19
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Propulsion,4
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Rail and Roadbed,7
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Service Delivery,2
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Signal Modernization Capital Project,11
2023-06-01,B DIVISION,R,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,4
2023-06-01,B DIVISION,R,2,Operating Conditions,,100
2023-06-01,B DIVISION,R,2,Planned ROW Work,Capital Work - Other Planned ROW,50
2023-06-01,B DIVISION,R,2,Planned ROW Work,Subways Maintenance,149
2023-06-01,B DIVISION,R,2,Police & Medical,Persons on Roadbed,21
2023-06-01,B DIVISION,R,2,Police & Medical,"Public Conduct, Crime, Police Response",29
2023-06-01,B DIVISION,R,2,Police & Medical,Sick/Injured Customer,1
2023-06-01,A DIVISION,S 42nd,1,Crew Availability,Crew Availability,2
2023-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Braking,12
2023-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Other Infrastructure,2
2023-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Service Delivery,2
2023-06-01,A DIVISION,S 42nd,1,Police & Medical,"Public Conduct, Crime, Police Response",17
2023-06-01,B DIVISION,S Fkln,1,External Factors,External Debris on Roadbed,3
2023-06-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Door-Related,3
2023-06-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,"Fire, Smoke, Debris",13
2023-06-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Propulsion,4
2023-06-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Service Delivery,5
2023-06-01,B DIVISION,S Fkln,1,Police & Medical,"Public Conduct, Crime, Police Response",7
2023-06-01,B DIVISION,S Rock,1,Crew Availability,Crew Availability,17
2023-06-01,B DIVISION,S Rock,1,External Factors,External Agency or Utility,58
2023-06-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Braking,1
2023-06-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other Internal Disruptions,4
2023-06-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - Sig,12
2023-06-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Rail and Roadbed,3
2023-06-01,B DIVISION,S Rock,1,Operating Conditions,,3
2023-06-01,B DIVISION,S Rock,1,Planned ROW Work,Subways Maintenance,18
2023-06-01,B DIVISION,S Rock,1,Police & Medical,"Public Conduct, Crime, Police Response",17
2023-06-01,B DIVISION,S Rock,1,Police & Medical,Sick/Injured Customer,2
2023-06-01,B DIVISION,S Rock,2,Crew Availability,Crew Availability,18
2023-06-01,B DIVISION,S Rock,2,External Factors,External Agency or Utility,24
2023-06-01,B DIVISION,S Rock,2,Infrastructure & Equipment,"Fire, Smoke, Debris",52
2023-06-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Other - Sig,6
2023-06-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Rail and Roadbed,2
2023-06-01,B DIVISION,S Rock,2,Operating Conditions,,2
2023-06-01,B DIVISION,S Rock,2,Planned ROW Work,Capital Work - Other Planned ROW,1
2023-06-01,B DIVISION,S Rock,2,Planned ROW Work,Subways Maintenance,3
2023-06-01,B DIVISION,S Rock,2,Police & Medical,"Public Conduct, Crime, Police Response",2
2023-06-01,B DIVISION,S Rock,2,Police & Medical,Sick/Injured Customer,14
2023-06-01,Systemwide,Systemwide,1,Crew Availability,Systemwide,3256
2023-06-01,Systemwide,Systemwide,1,External Factors,Systemwide,358
2023-06-01,Systemwide,Systemwide,1,Infrastructure & Equipment,Systemwide,7557
2023-06-01,Systemwide,Systemwide,1,Operating Conditions,Systemwide,4953
2023-06-01,Systemwide,Systemwide,1,Planned ROW Work,Systemwide,5941
2023-06-01,Systemwide,Systemwide,1,Police & Medical,Systemwide,5863
2023-06-01,Systemwide,Systemwide,2,Crew Availability,Systemwide,1111
2023-06-01,Systemwide,Systemwide,2,External Factors,Systemwide,99
2023-06-01,Systemwide,Systemwide,2,Infrastructure & Equipment,Systemwide,1446
2023-06-01,Systemwide,Systemwide,2,Operating Conditions,Systemwide,1803
2023-06-01,Systemwide,Systemwide,2,Planned ROW Work,Systemwide,2143
2023-06-01,Systemwide,Systemwide,2,Police & Medical,Systemwide,1266
2023-05-01,A DIVISION,1,1,Crew Availability,Crew Availability,78
2023-05-01,A DIVISION,1,1,External Factors,External Debris on Roadbed,34
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,Braking,27
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,Door-Related,31
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,"Fire, Smoke, Debris",57
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,Other - CE,27
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,Other Infrastructure,70
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,Other - Sig,35
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,Propulsion,30
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,Rail and Roadbed,69
2023-05-01,A DIVISION,1,1,Infrastructure & Equipment,Service Delivery,9
2023-05-01,A DIVISION,1,1,Operating Conditions,,455
2023-05-01,A DIVISION,1,1,Planned ROW Work,Capital Work - Other Planned ROW,26
2023-05-01,A DIVISION,1,1,Planned ROW Work,Subways Maintenance,335
2023-05-01,A DIVISION,1,1,Planned ROW Work,Work Equipment,18
2023-05-01,A DIVISION,1,1,Police & Medical,Persons on Roadbed,80
2023-05-01,A DIVISION,1,1,Police & Medical,"Public Conduct, Crime, Police Response",375
2023-05-01,A DIVISION,1,1,Police & Medical,Sick/Injured Customer,44
2023-05-01,A DIVISION,1,2,Crew Availability,Crew Availability,22
2023-05-01,A DIVISION,1,2,External Factors,External Debris on Roadbed,16
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Braking,8
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Door-Related,8
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Other - CE,2
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Other Infrastructure,5
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Other - Sig,1
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Propulsion,10
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Rail and Roadbed,4
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Service Delivery,4
2023-05-01,A DIVISION,1,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2023-05-01,A DIVISION,1,2,Operating Conditions,,76
2023-05-01,A DIVISION,1,2,Planned ROW Work,Subways Maintenance,44
2023-05-01,A DIVISION,1,2,Planned ROW Work,Work Equipment,10
2023-05-01,A DIVISION,1,2,Police & Medical,Persons on Roadbed,13
2023-05-01,A DIVISION,1,2,Police & Medical,"Public Conduct, Crime, Police Response",80
2023-05-01,A DIVISION,1,2,Police & Medical,Sick/Injured Customer,9
2023-05-01,A DIVISION,2,1,Crew Availability,Crew Availability,64
2023-05-01,A DIVISION,2,1,External Factors,External Agency or Utility,9
2023-05-01,A DIVISION,2,1,External Factors,External Debris on Roadbed,6
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Braking,23
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Door-Related,7
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,"Fire, Smoke, Debris",68
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Other - CE,57
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Other Infrastructure,64
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Other Internal Disruptions,5
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Other - Sig,77
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Propulsion,46
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Rail and Roadbed,154
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Service Delivery,46
2023-05-01,A DIVISION,2,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,26
2023-05-01,A DIVISION,2,1,Operating Conditions,,357
2023-05-01,A DIVISION,2,1,Planned ROW Work,Subways Maintenance,272
2023-05-01,A DIVISION,2,1,Planned ROW Work,Work Equipment,19
2023-05-01,A DIVISION,2,1,Police & Medical,Persons on Roadbed,80
2023-05-01,A DIVISION,2,1,Police & Medical,"Public Conduct, Crime, Police Response",276
2023-05-01,A DIVISION,2,1,Police & Medical,Sick/Injured Customer,124
2023-05-01,A DIVISION,2,2,Crew Availability,Crew Availability,32
2023-05-01,A DIVISION,2,2,External Factors,External Debris on Roadbed,4
2023-05-01,A DIVISION,2,2,Infrastructure & Equipment,Braking,2
2023-05-01,A DIVISION,2,2,Infrastructure & Equipment,"Fire, Smoke, Debris",5
2023-05-01,A DIVISION,2,2,Infrastructure & Equipment,Other Infrastructure,1
2023-05-01,A DIVISION,2,2,Infrastructure & Equipment,Other - Sig,14
2023-05-01,A DIVISION,2,2,Infrastructure & Equipment,Propulsion,7
2023-05-01,A DIVISION,2,2,Infrastructure & Equipment,Rail and Roadbed,18
2023-05-01,A DIVISION,2,2,Infrastructure & Equipment,Service Delivery,23
2023-05-01,A DIVISION,2,2,Operating Conditions,,296
2023-05-01,A DIVISION,2,2,Planned ROW Work,Subways Maintenance,106
2023-05-01,A DIVISION,2,2,Planned ROW Work,Work Equipment,1
2023-05-01,A DIVISION,2,2,Police & Medical,Persons on Roadbed,32
2023-05-01,A DIVISION,2,2,Police & Medical,"Public Conduct, Crime, Police Response",64
2023-05-01,A DIVISION,2,2,Police & Medical,Sick/Injured Customer,4
2023-05-01,A DIVISION,3,1,Crew Availability,Crew Availability,74
2023-05-01,A DIVISION,3,1,External Factors,External Debris on Roadbed,14
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Braking,3
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Door-Related,9
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,"Fire, Smoke, Debris",24
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Other - CE,19
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Other Infrastructure,55
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Other Internal Disruptions,8
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Other - Sig,44
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Propulsion,37
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Rail and Roadbed,60
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Service Delivery,25
2023-05-01,A DIVISION,3,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,6
2023-05-01,A DIVISION,3,1,Operating Conditions,,118
2023-05-01,A DIVISION,3,1,Planned ROW Work,Subways Maintenance,32
2023-05-01,A DIVISION,3,1,Planned ROW Work,Work Equipment,14
2023-05-01,A DIVISION,3,1,Police & Medical,Persons on Roadbed,94
2023-05-01,A DIVISION,3,1,Police & Medical,"Public Conduct, Crime, Police Response",154
2023-05-01,A DIVISION,3,1,Police & Medical,Sick/Injured Customer,113
2023-05-01,A DIVISION,3,2,Crew Availability,Crew Availability,8
2023-05-01,A DIVISION,3,2,Infrastructure & Equipment,Door-Related,2
2023-05-01,A DIVISION,3,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-05-01,A DIVISION,3,2,Infrastructure & Equipment,Other - Sig,1
2023-05-01,A DIVISION,3,2,Infrastructure & Equipment,Propulsion,5
2023-05-01,A DIVISION,3,2,Infrastructure & Equipment,Rail and Roadbed,25
2023-05-01,A DIVISION,3,2,Infrastructure & Equipment,Service Delivery,10
2023-05-01,A DIVISION,3,2,Operating Conditions,,75
2023-05-01,A DIVISION,3,2,Planned ROW Work,Subways Maintenance,13
2023-05-01,A DIVISION,3,2,Planned ROW Work,Work Equipment,2
2023-05-01,A DIVISION,3,2,Police & Medical,Persons on Roadbed,15
2023-05-01,A DIVISION,3,2,Police & Medical,"Public Conduct, Crime, Police Response",29
2023-05-01,A DIVISION,3,2,Police & Medical,Sick/Injured Customer,4
2023-05-01,A DIVISION,4,1,Crew Availability,Crew Availability,80
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Braking,31
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Door-Related,3
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,"Fire, Smoke, Debris",25
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Other - CE,52
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Other Infrastructure,5
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Other Internal Disruptions,4
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Other - Sig,131
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Propulsion,29
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Rail and Roadbed,72
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Service Delivery,31
2023-05-01,A DIVISION,4,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,20
2023-05-01,A DIVISION,4,1,Operating Conditions,,180
2023-05-01,A DIVISION,4,1,Planned ROW Work,Subways Maintenance,77
2023-05-01,A DIVISION,4,1,Planned ROW Work,Work Equipment,16
2023-05-01,A DIVISION,4,1,Police & Medical,Persons on Roadbed,72
2023-05-01,A DIVISION,4,1,Police & Medical,"Public Conduct, Crime, Police Response",187
2023-05-01,A DIVISION,4,1,Police & Medical,Sick/Injured Customer,145
2023-05-01,A DIVISION,4,2,Crew Availability,Crew Availability,34
2023-05-01,A DIVISION,4,2,External Factors,External Debris on Roadbed,31
2023-05-01,A DIVISION,4,2,Infrastructure & Equipment,Braking,7
2023-05-01,A DIVISION,4,2,Infrastructure & Equipment,"Fire, Smoke, Debris",16
2023-05-01,A DIVISION,4,2,Infrastructure & Equipment,Other - CE,7
2023-05-01,A DIVISION,4,2,Infrastructure & Equipment,Other Infrastructure,9
2023-05-01,A DIVISION,4,2,Infrastructure & Equipment,Other Internal Disruptions,4
2023-05-01,A DIVISION,4,2,Infrastructure & Equipment,Other - Sig,29
2023-05-01,A DIVISION,4,2,Infrastructure & Equipment,Rail and Roadbed,11
2023-05-01,A DIVISION,4,2,Infrastructure & Equipment,Service Delivery,10
2023-05-01,A DIVISION,4,2,Operating Conditions,,220
2023-05-01,A DIVISION,4,2,Planned ROW Work,Subways Maintenance,50
2023-05-01,A DIVISION,4,2,Police & Medical,Persons on Roadbed,59
2023-05-01,A DIVISION,4,2,Police & Medical,"Public Conduct, Crime, Police Response",89
2023-05-01,A DIVISION,4,2,Police & Medical,Sick/Injured Customer,29
2023-05-01,A DIVISION,5,1,Crew Availability,Crew Availability,47
2023-05-01,A DIVISION,5,1,External Factors,External Agency or Utility,36
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Braking,26
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Door-Related,6
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,"Fire, Smoke, Debris",40
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Other - CE,58
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Other Infrastructure,8
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Other Internal Disruptions,8
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Other - Sig,47
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Propulsion,17
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Rail and Roadbed,120
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Service Delivery,49
2023-05-01,A DIVISION,5,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,21
2023-05-01,A DIVISION,5,1,Operating Conditions,,283
2023-05-01,A DIVISION,5,1,Planned ROW Work,Subways Maintenance,89
2023-05-01,A DIVISION,5,1,Planned ROW Work,Work Equipment,2
2023-05-01,A DIVISION,5,1,Police & Medical,Persons on Roadbed,93
2023-05-01,A DIVISION,5,1,Police & Medical,"Public Conduct, Crime, Police Response",211
2023-05-01,A DIVISION,5,1,Police & Medical,Sick/Injured Customer,140
2023-05-01,A DIVISION,5,2,Crew Availability,Crew Availability,10
2023-05-01,A DIVISION,5,2,External Factors,External Debris on Roadbed,28
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,Braking,3
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,Door-Related,5
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,Other - CE,9
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,Other Infrastructure,1
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,Other - Sig,4
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,Propulsion,2
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,Rail and Roadbed,5
2023-05-01,A DIVISION,5,2,Infrastructure & Equipment,Service Delivery,5
2023-05-01,A DIVISION,5,2,Operating Conditions,,169
2023-05-01,A DIVISION,5,2,Planned ROW Work,Subways Maintenance,28
2023-05-01,A DIVISION,5,2,Police & Medical,Persons on Roadbed,20
2023-05-01,A DIVISION,5,2,Police & Medical,"Public Conduct, Crime, Police Response",53
2023-05-01,A DIVISION,5,2,Police & Medical,Sick/Injured Customer,29
2023-05-01,A DIVISION,6,1,Crew Availability,Crew Availability,90
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Braking,28
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Door-Related,31
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,"Fire, Smoke, Debris",7
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Other - CE,145
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Other Infrastructure,7
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Other Internal Disruptions,46
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Other - Sig,219
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Propulsion,122
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Rail and Roadbed,72
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Service Delivery,46
2023-05-01,A DIVISION,6,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2023-05-01,A DIVISION,6,1,Operating Conditions,,763
2023-05-01,A DIVISION,6,1,Planned ROW Work,Capital Work - Other Planned ROW,56
2023-05-01,A DIVISION,6,1,Planned ROW Work,Insufficient Supplement Schedule,1
2023-05-01,A DIVISION,6,1,Planned ROW Work,Subways Maintenance,410
2023-05-01,A DIVISION,6,1,Planned ROW Work,Work Equipment,17
2023-05-01,A DIVISION,6,1,Police & Medical,Persons on Roadbed,70
2023-05-01,A DIVISION,6,1,Police & Medical,"Public Conduct, Crime, Police Response",452
2023-05-01,A DIVISION,6,1,Police & Medical,Sick/Injured Customer,169
2023-05-01,A DIVISION,6,2,Crew Availability,Crew Availability,18
2023-05-01,A DIVISION,6,2,External Factors,External Debris on Roadbed,1
2023-05-01,A DIVISION,6,2,Infrastructure & Equipment,Braking,7
2023-05-01,A DIVISION,6,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2023-05-01,A DIVISION,6,2,Infrastructure & Equipment,Other - CE,1
2023-05-01,A DIVISION,6,2,Infrastructure & Equipment,Other - Sig,18
2023-05-01,A DIVISION,6,2,Infrastructure & Equipment,Propulsion,3
2023-05-01,A DIVISION,6,2,Infrastructure & Equipment,Rail and Roadbed,18
2023-05-01,A DIVISION,6,2,Infrastructure & Equipment,Service Delivery,7
2023-05-01,A DIVISION,6,2,Operating Conditions,,112
2023-05-01,A DIVISION,6,2,Planned ROW Work,Capital Work - Other Planned ROW,4
2023-05-01,A DIVISION,6,2,Planned ROW Work,Subways Maintenance,38
2023-05-01,A DIVISION,6,2,Police & Medical,Persons on Roadbed,14
2023-05-01,A DIVISION,6,2,Police & Medical,"Public Conduct, Crime, Police Response",68
2023-05-01,A DIVISION,6,2,Police & Medical,Sick/Injured Customer,20
2023-05-01,A DIVISION,7,1,Crew Availability,Crew Availability,117
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,Door-Related,10
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,"Fire, Smoke, Debris",20
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,Other - CE,6
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,Other Infrastructure,133
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,Other - Sig,51
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,Rail and Roadbed,66
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,Service Delivery,5
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,Signal Modernization Capital Project,67
2023-05-01,A DIVISION,7,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,30
2023-05-01,A DIVISION,7,1,Operating Conditions,,19
2023-05-01,A DIVISION,7,1,Planned ROW Work,Capital Work - Other Planned ROW,14
2023-05-01,A DIVISION,7,1,Planned ROW Work,Subways Maintenance,91
2023-05-01,A DIVISION,7,1,Police & Medical,Persons on Roadbed,105
2023-05-01,A DIVISION,7,1,Police & Medical,"Public Conduct, Crime, Police Response",159
2023-05-01,A DIVISION,7,1,Police & Medical,Sick/Injured Customer,63
2023-05-01,A DIVISION,7,2,Crew Availability,Crew Availability,25
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,Door-Related,1
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,Other - CE,13
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,Other Infrastructure,28
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,Other Internal Disruptions,1
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,Other - Sig,4
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,Rail and Roadbed,28
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,Service Delivery,4
2023-05-01,A DIVISION,7,2,Infrastructure & Equipment,Signal Modernization Capital Project,1
2023-05-01,A DIVISION,7,2,Operating Conditions,,12
2023-05-01,A DIVISION,7,2,Planned ROW Work,Subways Maintenance,27
2023-05-01,A DIVISION,7,2,Planned ROW Work,Work Equipment,2
2023-05-01,A DIVISION,7,2,Police & Medical,Persons on Roadbed,75
2023-05-01,A DIVISION,7,2,Police & Medical,"Public Conduct, Crime, Police Response",87
2023-05-01,A DIVISION,7,2,Police & Medical,Sick/Injured Customer,54
2023-05-01,B DIVISION,A,1,Crew Availability,Crew Availability,174
2023-05-01,B DIVISION,A,1,External Factors,External Agency or Utility,110
2023-05-01,B DIVISION,A,1,External Factors,External Debris on Roadbed,20
2023-05-01,B DIVISION,A,1,External Factors,Inclement Weather,1
2023-05-01,B DIVISION,A,1,Infrastructure & Equipment,Braking,12
2023-05-01,B DIVISION,A,1,Infrastructure & Equipment,Door-Related,75
2023-05-01,B DIVISION,A,1,Infrastructure & Equipment,"Fire, Smoke, Debris",52
2023-05-01,B DIVISION,A,1,Infrastructure & Equipment,Other - CE,47
